year,month,day,hour,generation,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations,system size,normalized power
2022,6,22,0,0.0,12.4,12.4,9.2,80.83,0.0,0.0,None,0.0,0.0,41.8,14.4,290.0,1007.9,91.1,10.0,0,0.0,0,10,Overcast,cloudy,33177099999.3339,852.0,0.0
2022,6,22,1,0.0,12.5,12.5,9.0,79.23,0.0,0.0,None,0.0,0.0,43.9,24.1,281.1,1007.0,95.7,24.1,0,0.0,0,10,Overcast,cloudy,remote,864.0,0.0
2022,6,22,2,0.0,12.7,12.7,9.0,78.19,0.0,0.0,None,0.0,0.0,49.3,27.0,289.8,1007.0,95.3,24.1,0,0.0,0,10,Overcast,cloudy,remote,864.0,0.0
2022,6,22,3,0.0,10.9,10.9,8.1,82.85,0.0,0.0,None,0.0,0.0,49.3,10.8,300.0,1009.8,80.0,10.0,0,0.0,0,10,Partially cloudy,partly-cloudy-night,33393099999,772.0,0.0
2022,6,22,4,0.0,12.2,12.2,8.8,79.72,0.0,0.0,rain,0.0,0.0,50.4,27.4,293.7,1007.0,97.1,20.8,0,0.0,0,10,Overcast,cloudy,remote,864.0,0.0
2022,6,22,5,0.0,11.9,11.9,8.7,80.76,0.0,0.0,rain,0.0,0.0,51.5,27.0,294.7,1007.0,100.0,24.1,0,0.0,0,10,Overcast,cloudy,remote,864.0,0.0
2022,6,22,6,1.0,11.5,11.5,9.3,86.35,0.0,0.0,None,0.0,0.0,49.0,18.4,306.0,1008.3,91.1,10.0,1,0.0,0,10,Overcast,cloudy,33177099999.3339,852.0,0.0011737089201877935
2022,6,22,7,8.0,12.0,12.0,8.9,81.32,0.0,0.0,None,0.0,0.0,47.9,25.2,298.9,1007.0,91.1,24.1,7,0.0,0,10,Overcast,cloudy,remote,864.0,0.009259259259259259
2022,6,22,8,8.0,12.3,12.3,9.3,81.91,0.0,0.0,None,0.0,0.0,50.8,27.4,303.6,1008.0,100.0,24.1,19,0.1,0,10,Overcast,cloudy,remote,864.0,0.009259259259259259
2022,6,22,9,127.0,13.9,13.9,9.7,76.01,0.555,100.0,rain,0.0,0.0,54.0,14.4,311.0,1009.4,91.1,15.5,23,0.1,0,10,"Rain, Overcast",rain,33177099999.3339,852.0,0.14906103286384975
2022,6,22,10,293.0,14.3,14.3,10.2,76.37,0.0,0.0,None,0.0,0.0,53.6,25.9,316.4,1009.0,94.5,24.1,28,0.1,0,10,Overcast,cloudy,remote,864.0,0.33912037037037035
2022,6,22,11,622.0,16.0,16.0,9.9,67.1,0.0,0.0,None,0.0,0.0,50.4,25.6,322.1,1009.0,85.0,24.1,52,0.2,1,10,Partially cloudy,partly-cloudy-day,remote,864.0,0.7199074074074074
2022,6,22,12,642.0,18.5,18.5,10.4,59.08,0.0,0.0,rain,0.0,0.0,56.9,19.6,304.0,1009.4,60.0,15.5,562,2.0,6,10,Partially cloudy,partly-cloudy-day,33177099999.3339,852.0,0.7535211267605634
2022,6,22,13,563.0,18.9,18.9,10.4,57.77,0.0,0.0,rain,0.0,0.0,56.2,27.0,317.3,1009.0,53.2,17.3,877,3.2,9,10,Partially cloudy,partly-cloudy-day,remote,864.0,0.6516203703703703
2022,6,22,14,508.0,20.2,20.2,9.9,51.54,0.0,0.0,rain,0.0,0.0,50.8,26.6,323.5,1009.0,74.1,24.1,459,1.7,5,10,Partially cloudy,partly-cloudy-day,remote,864.0,0.5879629629629629
2022,6,22,15,438.0,21.1,21.1,9.3,46.97,0.0,0.0,None,0.0,0.0,52.6,19.6,326.0,1009.5,71.1,32.2,766,2.8,8,10,Partially cloudy,partly-cloudy-day,33177099999.3339,852.0,0.5140845070422535
2022,6,22,16,289.0,20.9,20.9,8.7,45.53,0.0,0.0,None,0.0,0.0,50.8,26.3,322.2,1010.0,82.1,22.3,475,1.7,5,10,Partially cloudy,partly-cloudy-day,remote,864.0,0.33449074074074076
2022,6,22,17,309.0,20.9,20.9,8.0,43.42,0.0,0.0,rain,0.0,0.0,48.2,23.8,327.7,1009.0,77.7,23.5,458,1.6,5,10,Partially cloudy,partly-cloudy-day,remote,864.0,0.3576388888888889
2022,6,22,18,318.0,22.3,22.3,8.1,40.14,0.0,0.0,None,0.0,0.0,45.0,14.4,320.0,1009.8,60.0,32.2,544,2.0,5,10,Partially cloudy,partly-cloudy-day,33177099999.3339,852.0,0.3732394366197183
2022,6,22,19,295.0,20.0,20.0,8.9,48.78,0.0,0.0,None,0.0,0.0,41.4,17.6,325.9,1010.0,58.1,23.1,391,1.4,4,10,Partially cloudy,partly-cloudy-day,remote,864.0,0.3414351851851852
2022,6,22,20,79.0,19.3,19.3,9.6,53.41,0.0,0.0,rain,0.0,0.0,32.0,13.3,329.7,1010.0,50.6,24.1,231,0.8,2,10,Partially cloudy,partly-cloudy-day,remote,864.0,0.09143518518518519
2022,6,22,21,22.0,20.2,20.2,7.6,44.39,0.0,0.0,None,0.0,0.0,24.1,9.2,329.0,1010.6,46.6,15.5,79,0.3,1,10,Partially cloudy,partly-cloudy-day,33177099999.3339,852.0,0.025821596244131457
2022,6,22,22,2.0,16.3,16.3,9.1,62.39,0.0,0.0,None,0.0,0.0,16.6,7.9,336.2,1012.0,63.4,24.1,4,0.0,0,10,Partially cloudy,partly-cloudy-night,remote,864.0,0.0023148148148148147
2022,6,22,23,0.0,15.6,15.6,8.9,64.36,0.0,0.0,None,0.0,0.0,14.0,6.5,330.1,1012.0,69.7,24.1,0,0.0,0,10,Partially cloudy,partly-cloudy-night,remote,864.0,0.0
2022,6,23,0,0.0,13.9,13.9,10.9,81.83,0.0,0.0,rain,0.0,0.0,11.2,2.0,350.0,1012.9,40.0,10.0,0,0.0,0,10,Partially cloudy,partly-cloudy-night,33177099999.3339,852.0,0.0
2022,6,23,1,0.0,13.9,13.9,8.9,71.82,0.0,0.0,None,0.0,0.0,10.8,6.1,325.8,1013.0,45.7,24.1,0,0.0,0,10,Partially cloudy,partly-cloudy-night,remote,864.0,0.0
2022,6,23,2,0.0,13.1,13.1,8.5,73.64,0.0,0.0,None,0.0,0.0,10.8,5.8,328.3,1013.0,1.5,24.1,0,0.0,0,10,Clear,clear-night,remote,864.0,0.0
2022,6,23,3,0.0,11.3,11.3,9.0,85.51,0.0,0.0,None,0.0,0.0,10.4,0.0,322.1,1013.1,100.0,10.0,0,0.0,0,10,Overcast,cloudy,33177099999.3339,852.0,0.0
2022,6,23,4,0.0,11.4,11.4,8.3,81.24,0.0,0.0,None,0.0,0.0,11.2,6.5,322.7,1013.0,100.0,24.1,0,0.0,0,10,Overcast,cloudy,remote,864.0,0.0
2022,6,23,5,0.0,11.1,11.1,8.1,81.76,0.0,0.0,None,0.0,0.0,11.5,6.5,329.9,1013.0,100.0,24.1,0,0.0,0,10,Overcast,cloudy,remote,864.0,0.0
2022,6,23,6,2.0,10.0,10.0,8.5,90.55,0.0,0.0,None,0.0,0.0,11.9,2.0,260.0,1013.8,40.0,10.0,14,0.1,0,10,Partially cloudy,partly-cloudy-day,33177099999.3339,852.0,0.002347417840375587
2022,6,23,7,16.0,12.8,12.8,8.5,75.1,0.0,0.0,None,0.0,0.0,13.3,7.6,339.7,1014.0,14.0,24.1,117,0.4,1,10,Clear,clear-day,remote,864.0,0.018518518518518517
2022,6,23,8,92.0,15.0,15.0,9.2,68.26,0.0,0.0,None,0.0,0.0,18.0,9.7,343.1,1014.0,100.0,24.1,268,1.0,3,10,Overcast,cloudy,remote,864.0,0.10648148148148148
2022,6,23,9,199.0,17.2,17.2,9.8,61.81,0.0,0.0,None,0.0,0.0,21.6,7.2,7.0,1014.7,57.7,15.5,429,1.5,4,10,Partially cloudy,partly-cloudy-day,33177099999.3339,852.0,0.2335680751173709
2022,6,23,10,292.0,18.7,18.7,10.3,58.11,0.0,0.0,None,0.0,0.0,23.0,11.9,346.2,1015.0,100.0,24.1,557,2.0,6,10,Overcast,cloudy,remote,864.0,0.33796296296296297
2022,6,23,11,512.0,20.3,20.3,10.0,51.56,0.0,0.0,None,0.0,0.0,25.9,13.3,354.5,1015.0,100.0,24.1,541,1.9,5,10,Overcast,cloudy,remote,864.0,0.5925925925925926
2022,6,23,12,643.0,22.1,22.1,8.3,41.1,0.0,0.0,None,0.0,0.0,26.3,10.8,320.0,1015.1,71.1,32.2,610,2.2,6,10,Partially cloudy,partly-cloudy-day,33177099999.3339,852.0,0.7546948356807511
2022,6,23,13,667.0,21.9,21.9,8.7,42.82,0.0,0.0,None,0.0,0.0,26.3,12.2,354.7,1015.0,100.0,24.1,708,2.5,7,10,Overcast,cloudy,remote,864.0,0.7719907407407407
2022,6,23,14,524.0,21.9,21.9,8.6,42.53,0.0,0.0,None,0.0,0.0,26.3,13.7,1.5,1015.0,100.0,24.1,581,2.1,6,10,Overcast,cloudy,remote,864.0,0.6064814814814815
2022,6,23,15,455.0,23.1,23.1,8.4,38.91,0.0,0.0,None,0.0,0.0,25.6,8.8,30.0,1015.2,76.6,32.2,809,2.9,8,10,Partially cloudy,partly-cloudy-day,33177099999.3339,852.0,0.534037558685446
2022,6,23,16,304.0,22.2,22.2,9.3,43.78,0.0,0.0,None,0.0,0.0,26.6,13.0,3.9,1015.0,100.0,24.1,766,2.8,8,10,Overcast,cloudy,remote,864.0,0.35185185185185186
2022,6,23,17,604.0,23.0,23.0,9.3,41.71,0.0,0.0,None,0.0,0.0,25.2,13.0,10.4,1015.0,100.0,24.1,528,1.9,5,10,Overcast,cloudy,remote,864.0,0.6990740740740741
2022,6,23,18,354.0,22.2,22.2,7.9,39.91,0.0,0.0,None,0.0,0.0,25.6,9.2,32.0,1015.1,76.6,32.2,232,0.8,2,10,Partially cloudy,partly-cloudy-day,33177099999.3339,852.0,0.4154929577464789
2022,6,23,19,228.0,22.2,22.2,10.1,46.2,0.0,0.0,None,0.0,0.0,22.7,8.6,17.1,1015.0,93.2,24.1,120,0.4,1,10,Overcast,cloudy,remote,864.0,0.2638888888888889
2022,6,23,20,115.0,21.0,21.0,11.0,52.79,0.0,0.0,None,0.0,0.0,16.2,6.1,17.4,1016.0,93.2,24.1,90,0.3,1,10,Overcast,cloudy,remote,864.0,0.13310185185185186
2022,6,23,21,53.0,21.3,21.3,11.5,53.83,0.0,0.0,None,0.0,0.0,10.8,1.6,80.0,1015.8,76.6,15.5,30,0.1,0,10,Partially cloudy,partly-cloudy-day,33177099999.3339,852.0,0.062206572769953054
2022,6,23,22,5.0,19.2,19.2,12.1,63.46,0.0,0.0,None,0.0,0.0,6.1,4.0,359.8,1016.0,87.7,24.1,2,0.0,0,10,Partially cloudy,partly-cloudy-night,remote,864.0,0.005787037037037037
2022,6,23,23,0.0,18.4,18.4,11.8,65.41,0.0,0.0,None,0.0,0.0,7.2,4.3,352.2,1016.0,90.9,24.1,0,0.0,0,10,Overcast,cloudy,remote,864.0,0.0
2022,6,24,0,0.0,16.1,16.1,12.6,79.75,0.0,0.0,None,0.0,0.0,7.9,0.0,359.1,1017.1,80.0,10.0,0,0.0,0,10,Partially cloudy,partly-cloudy-night,33177099999.3339,852.0,0.0
2022,6,24,1,0.0,17.0,17.0,11.4,69.58,0.0,0.0,None,0.0,0.0,8.3,5.0,0.1,1016.0,44.8,24.1,0,0.0,0,10,Partially cloudy,partly-cloudy-night,remote,864.0,0.0
2022,6,24,2,0.0,16.1,16.1,11.1,72.23,0.0,0.0,None,0.0,0.0,8.3,4.7,353.0,1017.0,50.2,24.1,0,0.0,0,10,Partially cloudy,partly-cloudy-night,remote,864.0,0.0
2022,6,24,3,0.0,14.2,14.2,11.5,84.3,0.0,0.0,None,0.0,0.0,8.6,0.0,7.4,1017.3,80.0,10.0,0,0.0,0,10,Partially cloudy,partly-cloudy-night,33177099999.3339,852.0,0.0
2022,6,24,4,0.0,15.0,15.0,11.8,81.18,0.0,0.0,None,0.0,0.0,7.9,4.7,2.4,1017.0,48.1,24.1,0,0.0,0,10,Partially cloudy,partly-cloudy-night,remote,864.0,0.0
2022,6,24,5,0.0,14.4,14.4,11.7,83.83,0.0,0.0,None,0.0,0.0,7.9,4.7,12.1,1017.0,35.1,24.1,0,0.0,0,10,Partially cloudy,partly-cloudy-night,remote,864.0,0.0
2022,6,24,6,6.0,13.4,13.4,11.5,88.35,0.0,0.0,None,0.0,0.0,7.9,2.0,360.0,1017.6,60.0,15.5,14,0.1,0,10,Partially cloudy,partly-cloudy-day,33177099999.3339,852.0,0.007042253521126761
2022,6,24,7,24.0,15.8,15.8,12.6,81.28,0.0,0.0,None,0.0,0.0,7.9,4.3,14.3,1017.0,0.0,24.1,114,0.4,1,10,Clear,clear-day,remote,864.0,0.027777777777777776
2022,6,24,8,127.0,19.0,19.0,13.1,68.61,0.0,0.0,None,0.0,0.0,13.3,6.8,36.6,1018.0,13.2,24.1,243,0.9,2,10,Clear,clear-day,remote,864.0,0.14699074074074073
2022,6,24,9,362.0,20.7,20.7,12.3,58.35,0.0,0.0,None,0.0,0.0,17.6,5.2,81.0,1017.5,30.0,15.5,351,1.3,4,10,Partially cloudy,partly-cloudy-day,33177099999.3339,852.0,0.42488262910798125
2022,6,24,10,554.0,22.0,22.0,12.8,55.91,0.0,0.0,None,0.0,0.0,19.4,9.0,60.5,1017.0,8.7,24.1,574,2.1,6,10,Clear,clear-day,remote,864.0,0.6412037037037037
2022,6,24,11,670.0,23.5,23.5,10.5,43.85,0.0,0.0,None,0.0,0.0,23.0,11.9,69.1,1017.0,35.9,24.1,715,2.6,7,10,Partially cloudy,partly-cloudy-day,remote,864.0,0.7754629629629629
2022,6,24,12,755.0,23.9,23.9,7.9,35.94,0.0,0.0,None,0.0,0.0,27.4,12.8,69.0,1017.0,62.2,32.2,819,2.9,8,10,Partially cloudy,partly-cloudy-day,33177099999.3339,852.0,0.886150234741784
2022,6,24,13,592.0,25.0,25.0,9.3,36.98,0.0,0.0,None,0.0,0.0,27.4,13.3,58.8,1016.0,35.4,24.1,887,3.2,9,10,Partially cloudy,partly-cloudy-day,remote,864.0,0.6851851851851852
2022,6,24,14,442.0,25.5,25.5,9.2,35.66,0.0,0.0,None,0.0,0.0,27.7,14.4,60.6,1016.0,43.3,24.1,908,3.3,9,10,Partially cloudy,partly-cloudy-day,remote,864.0,0.5115740740740741
2022,6,24,15,546.0,26.2,26.2,8.1,31.71,0.0,0.0,None,0.0,0.0,27.7,9.2,112.0,1015.5,55.5,32.2,879,3.2,9,10,Partially cloudy,partly-cloudy-day,33177099999.3339,852.0,0.6408450704225352
2022,6,24,16,542.0,26.4,26.4,7.3,29.72,0.0,0.0,None,0.0,0.0,27.7,14.0,73.6,1015.0,23.0,24.1,804,2.9,8,10,Partially cloudy,partly-cloudy-day,remote,864.0,0.6273148148148148
2022,6,24,17,288.0,26.4,26.4,7.2,29.51,0.0,0.0,None,0.0,0.0,27.4,13.0,76.3,1015.0,24.3,24.1,692,2.5,7,10,Partially cloudy,partly-cloudy-day,remote,864.0,0.3333333333333333
2022,6,24,18,151.0,26.6,26.6,9.0,32.79,0.0,0.0,None,0.0,0.0,24.8,7.6,73.0,1014.4,35.5,32.2,552,2.0,6,10,Partially cloudy,partly-cloudy-day,33177099999.3339,852.0,0.1772300469483568
2022,6,24,19,156.0,25.5,25.5,7.9,32.65,0.0,0.0,None,0.0,0.0,20.9,9.0,78.2,1015.0,27.4,24.1,394,1.4,4,10,Partially cloudy,partly-cloudy-day,remote,864.0,0.18055555555555555
2022,6,24,20,85.0,24.5,24.5,9.0,37.34,0.0,0.0,None,0.0,0.0,16.9,6.8,72.7,1015.0,24.7,24.1,232,0.8,2,10,Partially cloudy,partly-cloudy-day,remote,864.0,0.09837962962962964
2022,6,24,21,43.0,24.2,24.2,9.9,40.32,0.0,0.0,None,0.0,0.0,12.6,5.2,123.0,1014.4,30.0,15.5,87,0.3,1,10,Partially cloudy,partly-cloudy-day,33177099999.3339,852.0,0.05046948356807512
2022,6,24,22,3.0,20.1,20.1,10.5,53.98,0.0,0.0,None,0.0,0.0,10.1,5.4,72.6,1015.0,32.0,24.1,6,0.0,0,10,Partially cloudy,partly-cloudy-night,remote,864.0,0.003472222222222222
2022,6,24,23,0.0,18.8,18.8,10.7,59.31,0.0,0.0,None,0.0,0.0,8.6,5.0,85.4,1015.0,100.0,24.1,0,0.0,0,10,Overcast,cloudy,remote,864.0,0.0
2022,6,25,0,0.0,15.4,15.4,12.3,81.88,0.0,0.0,None,0.0,0.0,8.3,1.6,100.0,1015.6,12.5,10.0,0,0.0,0,10,Clear,clear-night,33177099999.3339,852.0,0.0
2022,6,25,1,0.0,16.9,16.9,10.5,65.96,0.0,0.0,None,0.0,0.0,8.3,4.7,107.7,1015.0,11.8,24.1,0,0.0,0,10,Clear,clear-night,remote,864.0,0.0
2022,6,25,2,0.0,16.7,16.7,10.5,66.8,0.0,0.0,None,0.0,0.0,7.2,3.2,103.9,1015.0,14.8,24.1,0,0.0,0,10,Clear,clear-night,remote,864.0,0.0
2022,6,25,3,0.0,12.3,12.3,11.1,92.45,0.0,0.0,None,0.0,0.0,5.8,0.0,88.8,1015.4,3.0,6.7,0,0.0,0,10,Clear,clear-night,33177099999.3339,852.0,0.0
2022,6,25,4,0.0,15.3,15.3,11.6,78.58,0.0,0.0,None,0.0,0.0,5.0,3.6,56.8,1015.0,0.0,24.1,0,0.0,0,10,Clear,clear-night,remote,864.0,0.0
2022,6,25,5,0.0,14.9,14.9,11.4,79.57,0.0,0.0,None,0.0,0.0,4.7,2.9,45.0,1015.0,0.0,24.1,0,0.0,0,10,Clear,clear-night,remote,864.0,0.0
2022,6,25,6,8.0,10.8,10.8,9.6,92.23,0.0,0.0,None,0.0,0.0,4.0,0.0,33.7,1015.9,30.0,6.7,14,0.1,0,10,Partially cloudy,partly-cloudy-day,33177099999.3339,852.0,0.009389671361502348
2022,6,25,7,32.0,16.2,16.2,12.2,77.18,0.0,0.0,None,0.0,0.0,4.7,2.9,52.1,1015.0,0.0,24.1,117,0.4,1,10,Clear,clear-day,remote,864.0,0.037037037037037035
2022,6,25,8,125.0,19.7,19.7,14.1,70.1,0.0,0.0,None,0.0,0.0,8.3,4.3,79.9,1015.0,0.0,24.1,268,1.0,3,10,Clear,clear-day,remote,864.0,0.14467592592592593
2022,6,25,9,325.0,21.9,21.9,13.1,57.2,0.0,0.0,None,0.0,0.0,12.6,5.2,81.0,1015.1,0.0,15.5,430,1.5,4,10,Clear,clear-day,33177099999.3339,852.0,0.3814553990610329
2022,6,25,10,519.0,24.3,24.3,13.1,49.61,0.0,0.0,None,0.0,0.0,15.5,7.6,84.9,1016.0,0.0,24.1,585,2.1,6,10,Clear,clear-day,remote,864.0,0.6006944444444444
2022,6,25,11,682.0,25.8,25.8,11.5,40.84,0.0,0.0,None,0.0,0.0,16.9,7.9,84.9,1015.0,0.0,24.1,719,2.6,7,10,Clear,clear-day,remote,864.0,0.7893518518518519
2022,6,25,12,798.0,26.3,26.3,9.2,33.92,0.0,0.0,None,0.0,0.0,23.4,10.8,108.0,1014.9,40.0,32.2,820,3.0,8,10,Partially cloudy,partly-cloudy-day,33177099999.3339,852.0,0.9366197183098591
2022,6,25,13,836.0,27.6,26.9,10.1,33.47,0.0,0.0,None,0.0,0.0,26.6,13.7,88.1,1014.0,47.6,24.1,881,3.2,9,10,Partially cloudy,partly-cloudy-day,remote,864.0,0.9675925925925926
2022,6,25,14,655.0,28.0,27.2,10.1,32.69,0.0,0.0,None,0.0,0.0,28.1,14.4,90.6,1014.0,51.0,24.1,895,3.2,9,10,Partially cloudy,partly-cloudy-day,remote,864.0,0.7581018518518519
2022,6,25,15,647.0,28.0,27.1,8.4,29.11,0.0,0.0,None,0.0,0.0,28.4,12.4,114.0,1014.2,40.0,32.2,854,3.1,9,10,Partially cloudy,partly-cloudy-day,33177099999.3339,852.0,0.7593896713615024
2022,6,25,16,754.0,28.4,27.5,10.3,32.37,0.0,0.0,None,0.0,0.0,27.4,14.0,94.2,1014.0,54.2,24.1,796,2.9,8,10,Partially cloudy,partly-cloudy-day,remote,864.0,0.8726851851851852
2022,6,25,17,650.0,28.2,27.4,10.4,32.97,0.0,0.0,None,0.0,0.0,27.0,13.7,93.6,1014.0,53.7,24.1,685,2.5,7,10,Partially cloudy,partly-cloudy-day,remote,864.0,0.7523148148148148
2022,6,25,18,492.0,27.9,27.0,8.5,29.56,0.0,0.0,None,0.0,0.0,27.0,9.2,114.0,1013.9,30.0,32.2,542,2.0,5,10,Partially cloudy,partly-cloudy-day,33177099999.3339,852.0,0.5774647887323944
2022,6,25,19,296.0,27.2,26.7,10.0,34.03,0.0,0.0,None,0.0,0.0,27.0,13.3,94.1,1014.0,48.5,24.1,205,0.7,2,10,Partially cloudy,partly-cloudy-day,remote,864.0,0.3425925925925926
2022,6,25,20,102.0,26.4,26.4,10.4,36.64,0.0,0.0,None,0.0,0.0,25.2,11.5,87.3,1014.0,65.3,24.1,98,0.4,1,10,Partially cloudy,partly-cloudy-day,remote,864.0,0.11805555555555555
2022,6,25,21,26.0,24.8,24.8,10.5,40.64,0.0,0.0,None,0.0,0.0,22.0,8.8,111.0,1014.4,30.0,32.2,76,0.3,1,10,Partially cloudy,partly-cloudy-day,33177099999.3339,852.0,0.03051643192488263
2022,6,25,22,4.0,21.7,21.7,10.6,49.24,0.0,0.0,None,0.0,0.0,19.1,10.4,98.5,1015.0,30.1,24.1,6,0.0,0,10,Partially cloudy,partly-cloudy-night,remote,864.0,0.004629629629629629
2022,6,25,23,0.0,20.0,20.0,10.6,54.68,0.0,0.0,None,0.0,0.0,18.7,9.7,96.1,1016.0,15.7,24.1,0,0.0,0,10,Clear,clear-night,remote,864.0,0.0
2022,6,26,0,0.0,18.5,18.5,11.6,63.95,0.0,0.0,None,0.0,0.0,16.9,5.2,71.0,1016.0,30.0,10.0,0,0.0,0,10,Partially cloudy,partly-cloudy-night,33177099999.3339,852.0,0.0
2022,6,26,1,0.0,17.6,17.6,10.2,61.85,0.0,0.0,None,0.0,0.0,13.0,6.8,85.7,1017.0,14.8,24.1,0,0.0,0,10,Clear,clear-night,remote,864.0,0.0
2022,6,26,2,0.0,16.7,16.7,10.1,65.04,0.0,0.0,None,0.0,0.0,11.9,6.5,88.1,1017.0,25.5,24.1,0,0.0,0,10,Partially cloudy,partly-cloudy-night,remote,864.0,0.0
2022,6,26,3,0.0,17.0,17.0,10.7,66.08,0.0,0.0,None,0.0,0.0,11.5,4.8,120.0,1016.6,40.0,10.0,0,0.0,0,10,Partially cloudy,partly-cloudy-night,33177099999.3339,852.0,0.0
2022,6,26,4,0.0,16.0,16.0,11.2,73.17,0.0,0.0,None,0.0,0.0,11.9,6.1,80.3,1017.0,10.0,24.1,0,0.0,0,10,Clear,clear-night,remote,864.0,0.0
2022,6,26,5,0.0,15.4,15.4,11.5,77.57,0.0,0.0,None,0.0,0.0,10.8,6.1,72.8,1017.0,10.3,24.1,0,0.0,0,10,Clear,clear-night,remote,864.0,0.0
2022,6,26,6,8.0,15.3,15.3,10.9,74.79,0.0,0.0,None,0.0,0.0,11.2,4.8,110.0,1017.7,40.0,10.0,13,0.0,0,10,Partially cloudy,partly-cloudy-day,33177099999.3339,852.0,0.009389671361502348
2022,6,26,7,32.0,17.4,17.4,12.4,72.46,0.0,0.0,None,0.0,0.0,13.0,7.2,81.1,1017.0,18.6,24.1,110,0.4,1,10,Clear,clear-day,remote,864.0,0.037037037037037035
2022,6,26,8,124.0,20.2,20.2,13.2,64.1,0.0,0.0,None,0.0,0.0,18.0,9.4,83.0,1018.0,5.5,24.1,256,0.9,3,10,Clear,clear-day,remote,864.0,0.14351851851851852
2022,6,26,9,324.0,22.6,22.6,13.8,57.58,0.0,0.0,None,0.0,0.0,21.2,12.4,91.0,1017.9,40.0,15.5,415,1.5,4,10,Partially cloudy,partly-cloudy-day,33177099999.3339,852.0,0.38028169014084506
2022,6,26,10,511.0,25.2,25.2,12.8,46.1,0.0,0.0,None,0.0,0.0,27.4,14.0,97.8,1019.0,22.9,24.1,568,2.0,6,10,Partially cloudy,partly-cloudy-day,remote,864.0,0.5914351851851852
2022,6,26,11,647.0,26.0,26.0,11.6,40.63,0.0,0.0,None,0.0,0.0,33.1,16.6,108.3,1018.0,66.7,24.1,701,2.5,7,10,Partially cloudy,partly-cloudy-day,remote,864.0,0.7488425925925926
2022,6,26,12,760.0,26.7,26.7,12.2,40.62,0.0,0.0,None,0.0,0.0,34.2,10.8,104.0,1017.9,46.6,32.2,803,2.9,8,10,Partially cloudy,partly-cloudy-day,33177099999.3339,852.0,0.892018779342723
2022,6,26,13,724.0,27.5,26.9,10.7,35.04,0.0,0.0,None,0.0,0.0,35.3,17.6,113.4,1018.0,78.4,24.1,865,3.1,9,10,Partially cloudy,partly-cloudy-day,remote,864.0,0.8379629629629629
2022,6,26,14,777.0,28.4,27.5,10.7,33.25,0.0,0.0,None,0.0,0.0,33.8,16.6,106.1,1018.0,78.3,24.1,767,2.8,8,10,Partially cloudy,partly-cloudy-day,remote,864.0,0.8993055555555556
2022,6,26,15,762.0,28.3,27.9,13.5,40.22,0.0,0.0,None,0.0,0.0,33.5,12.4,109.0,1017.5,68.9,32.2,458,1.6,5,10,Partially cloudy,partly-cloudy-day,33177099999.3339,852.0,0.8943661971830986
2022,6,26,16,675.0,28.6,27.8,11.6,34.88,0.0,0.0,None,0.0,0.0,33.1,15.8,102.5,1018.0,50.4,24.1,628,2.3,6,10,Partially cloudy,partly-cloudy-day,remote,864.0,0.78125
2022,6,26,17,488.0,28.7,27.9,11.6,34.68,0.0,0.0,None,0.0,0.0,31.0,14.0,102.6,1018.0,69.2,24.1,134,0.5,1,10,Partially cloudy,partly-cloudy-day,remote,864.0,0.5648148148148148
2022,6,26,18,481.0,27.6,27.5,13.6,42.12,0.0,0.0,None,0.0,0.0,27.4,10.4,114.0,1017.5,40.0,32.2,100,0.4,1,30,Partially cloudy,partly-cloudy-day,33177099999.3339,852.0,0.5645539906103286
2022,6,26,19,251.0,27.8,27.3,11.8,37.03,0.0,0.0,None,0.0,0.0,25.2,11.9,100.6,1018.0,60.2,24.1,220,0.8,2,30,Partially cloudy,partly-cloudy-day,remote,864.0,0.29050925925925924
2022,6,26,20,103.0,26.8,26.6,11.4,38.24,0.0,0.0,None,0.0,0.0,23.0,11.2,92.0,1018.0,24.9,24.1,223,0.8,2,30,Partially cloudy,partly-cloudy-day,remote,864.0,0.11921296296296297
2022,6,26,21,34.0,25.3,25.3,14.6,51.71,0.0,0.0,None,0.0,0.0,20.9,5.2,57.0,1018.1,34.5,15.5,82,0.3,1,10,Partially cloudy,partly-cloudy-day,33177099999.3339,852.0,0.03990610328638498
2022,6,26,22,5.0,21.8,21.8,13.8,60.41,0.0,0.0,None,0.0,0.0,10.8,6.5,100.2,1019.0,49.4,24.1,6,0.0,0,10,Partially cloudy,partly-cloudy-night,remote,864.0,0.005787037037037037
2022,6,26,23,0.0,20.4,20.4,13.9,66.27,0.0,0.0,None,0.0,0.0,12.2,6.8,119.6,1020.0,26.0,24.1,0,0.0,0,10,Partially cloudy,partly-cloudy-night,remote,864.0,0.0
2022,6,27,0,0.0,19.3,19.3,11.2,59.4,0.0,0.0,None,0.0,0.0,12.2,4.8,140.0,1019.8,40.0,10.0,0,0.0,0,3,Partially cloudy,partly-cloudy-night,33177099999.3339,852.0,0.0
2022,6,27,1,0.0,18.6,18.6,13.3,71.27,0.0,0.0,None,0.0,0.0,10.1,5.4,102.3,1020.0,98.7,24.1,0,0.0,0,3,Overcast,cloudy,remote,864.0,0.0
